tweet	Label
mana razia akun bokep akun seperti ini di biar bangun narasi hoaks pecah belah colek pak	Negatif
beli paket xtra combo flex di detail paket ada kuota utama dan kuota area tetapi kok kuota area malah gb bagaimana nih	Negatif
bagi kadrun nyata bahwa video itu hoaks tidak bakal ada guna mereka tetap saja percaya hoaks dan sebar hoaks makin semangat bikin hoaks karena aman saja	Negatif
catat ahli forensik maupun polisi harus masuk ke sistem lihat loglog filenya di mana ada bocor oleh siapa dan kapan kata direktur jenderal aplikasi informatika  semuel pangerapan saat acara sapa indonesia pagi senin	Negatif
lembaga dewan di indonesia kurang efektif tuju kalau bubar saja kenapa karena mereka itu masuk dalam sistem ketatanegaraan  di support dari tatacara pilih umum situ jatah para dukung menang pilih umum	Negatif
kerja apa sih akun hoaks amp provokatif kayak begitu biar banyak kamu akun seperti itu  fitnah pak maupun pak biar sama	Negatif
memang benar tenaga kerja asing cina banyak  masuk ke indonesia tapi itu bukan tkatentara cina mau di kirim ke papua masa iya ikut cebong sebar hoaks kalau ini dari dulu suka sebar hoaks	Negatif
tidak ada duit nya bos no uang ya malas gerak	Negatif
biar lebih ngebut nanganinnya kita tag dulu bapak tolong dong pak ini xl canda mulu aplikasi	Negatif
orang tolol terus sebar fitnah bila mereka terus biar oleh mereka  sebut aparat aman dan ayom masyarakat	Negatif
cepat deh ganti  perang media sosial harus di kontrol	Negatif
no cuan no action	Negatif
begitu hukum di tidak jelas letak kecuali jadi hal  krusial baru di usut belum jadi santuy saja bro	Negatif
akun chunul seperti ini  serang anies terus apakah tidak bisa selidik apakah murni pribadi atau buzzer bayar masif sekali hasut nya	Negatif
akun ini twitter ini malah sudah sering mentwit berita tuit tidak benar dengan narasi provokasi dan fitnah nya sudah sering benar dan jejak digital pun ada tuit berita tidak benar entah sampai kapan ini akun sadar dan kapok	Negatif
makan gaji buta	Negatif
kalau dulu pernah ada aman	Negatif
harus paham dong mbah kalau kasus mesum itu harus konfirmasi bentuk asli bukan cuma lewat video jadi harus cepat kilat ungkap dan tangkap	Negatif
tidak polisi tidak  menta link cepat kalau urus begini	Negatif
sedikit aniessekalian saja banjir semarang salah anies mungkin pernah jatuh cinta sama pak anies tetapi tolak kasiiaan	Negatif
nah iya aneh padahal kalau lihat respon orang nya gara gara postingan itu ngeri provokasi jauh lebih bahaya daripada sih kebaya merah dan kawan kawan masa  begini cuma batas klarifikasi saja	Negatif
jangan ikut an goblok kayak akun itu spesialis sebar hoaks dan kasih umpan lambung	Negatif
masih mentwit akun tukang tuit berita tidak benar ini padahal jejak digital tuit sering benar mentwit tuit tidak benar dengan narasi provokasi dan fitnah habis mentwit hoaks hapus seperti itu ajaah terus akun twitter satu ini kalau dulu ada  aman	Negatif
yu cerita keluh kamu via direct message mohon informasi juga ya nomor ticket kamu guna cepat penangangan terima kasih	Negatif
gila mana nih ini masuk ranah mana ya	Negatif
kepada seluruh masarakat dan saudara dari sabang sampai merokehati hati politik adu domba propokasi tebar vitnah hanya untuk politik saat agar dapat simpati masarakat lihat sumber  jelas jangan makan isu  rusak negara satu republik indonesia jaga rukun satu dengan cerdas	Negatif
soal kebaya merah dan hijau bikin itu resah	Negatif
capeek ya mbah bos ku	Negatif
kalau kebaya hijau merah biru kan bisa tonton bareng mbah	Negatif
akhir kata demikian klarifikasi dari salam sudah begitu saja	Negatif
tangkap dong pak sudah resah provokasi dan hoaks  sebar bukan cuma sekali saja mohon suspend juga akun nya	Negatif
kalau kamu punya bukti datang ke tegak hukum bukan koar koar di media sosial jika cuma dimedsos motivasi bukan cari adil hukum tapi motivasi politik tolong akun akun kayak begini tidak cerdas kami rakyat jelata sering kali dia tekan tegak hukum	Negatif
kata presilit kung	Negatif
kalau soal  kebaya gerceepp dong mbahtanpa tunggu waktusigap langsung gerak padahal kebaya kan satu bukan pecah belah macam sebar hoaks	Negatif
ada anggar	Negatif
tidak ada kasih baju oyen begitu	Negatif
iya begitu deh ada peluk cium	Negatif
terus telah ada nyata bahwa itu hoaks sudah biar begitu saja tidak tindak	Negatif
jam langsung olah tempat jadi perkara	Negatif
gilir akun hoaks tidak tidak sama sama susah dharapkan coba kebaya merah kebaya hijau dan kasus mesum lain oh paling gerak cepat aksi cepat kilat beda anggar ya	Negatif
ya baru sadar kalau kamu makhluk aneh yaitu kan profil gambar kadaljenis kamu drun	Negatif
percuma seperti laku kadrun selalu dapat maklum oleh pihak aparat tegak hukum	Negatif
kalau ada bokepnya pasti cepat	Negatif
tolong blokir  begini meski gue tidak make tiktok cuma hal seperti belum biar tidak jamur lagi	Negatif
kalau kata pak jokowi turun partai komunis indonesia itu anda sebut kritik oalaa	Negatif
media  buat hoaks jadi berita terlalu	Negatif
dan sih calon presiden modal bacot olah sangat nikmat laku buzzernya	Negatif
kalian mana sekali kali gamparin mereka pakai selang	Negatif
wkwk plot twist nya tidak mau sebut gue	Negatif
kemarin cuma nasional demokrat sekarang partai adil sejahtera dan demokrat plus beberpa dewan wakil daerah dan akar rumput dari kib kuning hijau dan biru	Negatif
jangan henti untuk lindung para usak republik ini wahai aparat negara bikin hancur saja negara ini tidak perlu mereka tangkap ingat nangkap itu bukan humanis negara hancur itu baru humanis	Negatif
tri juga tidak guna sih	Negatif
literasi digital indonesia tingkat survei status literasi digital cara lanjut sejak hingga saat ini rupa aspek penting  dukung ambil bijak agar program nasional literasi digital lebih arah dan efektif	Negatif
tuju anggora dewan pers apa tahu uang  mereka kantongin dari pajak sungguh tidak ada patut	Negatif
gblok dipelihra bisany bikin hoaks ibu kompleks dan bapak di warung kopi jadi dbat masalah ini	Negatif
pakde nih situs perintah kok ada begini belum ada selesai	Negatif
punya kaca hidup kamu kalau sudah susah mau ganti presiden tetap saja susah salah bapa kamu by the way sebentar lagi kaesang masuk politik lah cemas kamu dek	Negatif
lihat dong isi  siapa wkwk	Negatif
hoaks mas bro nih teman sudah ada  tangkal hoaks mereka	Negatif
percuma minta kita jadi besmartnetizen laku hoaks biar bebas liar dan rusak bangsa ini	Negatif
kementeian gelar program latih digital batch pertama program latih digital gratis ini buka awal februari	Negatif
kok diam saja ya	Negatif
kamu beda kritik sama fitnah jangan orang kritik kamu tuduh fitnah	Negatif
makanya mata kamu buka lebar lebar  korupsi bansos siapa korupsi asabri dan banyak lagi kasus korupsi besar jangan dungu kamu pelihara	Negatif
wkwkwkwkemang lembaga perintah itu bisa amp berani benar kalau mereka mau bisa tapi memang mereka tidak mau kerja jangan  amp dewan pers saja tidak kerja kok	Negatif
tegur langsung itu  bicara surat pemberitahuan tahun itu panggil ke kantor komisi pemelihan umum agar tarik nyata atau lapor ke polisi ada nama baik komisi pemelihan umum  rendah  bicara	Negatif
nya dari jokowi harus ganti itu  nya nasional demokrat	Negatif
seluruh manfaat file apakah palsu undang nikah  pasang di telepon genggam atau sebut sistem sniffing	Negatif
tipu kedok undang nikah bukan pertama kali jadi belum modus  timbul rugi materiil sebut laku dengan bagai macam trik misal aku bagai tugas bank sampai kurir paket	Negatif
jadi  akan buat gedung baru sehingga mahasiswa tadi punya pola pikir baru dosen bisa beri ajar atau kuliah dengan adopsi budayabudaya pada era new normal ini	Negatif
lah sekarang bose sudah dadi begundale mulane tidak ono sensor nih amp tindak lanjut go hoaks ini ini mbak sri	Negatif
gilir kebaya merah gerak cepat banget	Negatif
tapi sa kena sesi	Negatif
kapan tangkap	Negatif
agama biadab kamu maki syariat islam biadab	Negatif
harus tanya apakah ada komentar surat pemberitahuan tahun kalau ya sangat sa akal dan pikir pimpin tidak jalan	Negatif
seperti ada orang orang di   memang suka info hoaks makanya para produsen hoaks seperti itu bisa terus produksi dewan pers	Negatif
betul bubar saja	Negatif
mintaminta beli mennya sudah sudah beli	Negatif
tuju sekali bubar ngabisin duit negara tetapi tidak ada eksyen nindak	Negatif
min  tidak ingin gerak begitu sama media begini bukan media resmi ini pasti orang post berita hoaks	Negatif
media buzzer seperti bebas sebar fitnah dan hoaks karena lemah dan dewan pers kalau tidak fungsi bubar saja daripada ngabisin uang negara	Negatif
harus  bikin hoaks begini langsung ditangkepin	Negatif
akun itu wajib buru isi twitnya sudah profokatif sekali isi isi lebih banyak benci hadap negaraamppemimpinnya  harus di sih dari khilafahh	Negatif
tunggu resuffle wkwk	Negatif
lah ini gara gara kerja buruk pak  jplate rakyat anak sekolah di desa masih susah akses internet	Negatif
kalau ada manusia  bela hati demokrat front bela islam partai adil sejahtera itu masuk nominasi calon boneka tikus ampas duid negara kamu nya saja tutup hati sama tidak punya logika drun	Negatif
memang pak jokowi tidak sering fitnah kelompok kamu	Negatif
sangat manfaat bagi masyarakat nyata kerja  sekarang hehe lanjut kerja untuk beri informasi  baik untuk masyarakat untuk lanjut kerja  lebih bobot mungkin ya hehe	Negatif
bagaimana pak surya paloh pilih umum konflik daerah khusus ibukota jakarta sudah muncul skala nasionalyakin ini pak	Negatif
itu pasu brigade mobil cok  mau jaga daerah konflik indonesia dan sejak kapan militer pakai pesawat konvensional macam lions air	Negatif
itu pasu brigade mobil cok  mau jaga daerah konflik laut video ada bendera merah putih bukan bendera cina logika saja sejak kapan cina ada terbang lion airs	Negatif
mataluu picekk cok tutup hoaks	Negatif
begini bukan urus polriklo kebaya merah kebaya hijau kebaya  lain itu urus polisi republik indonesia	Negatif
baik di tangkap saja agar makin kurang orang bego di media sosial	Negatif
brigade mobil jadi hoaks kok polisi diam saja sih aneh polisi sekarang korps hina tapi kayak bodoh amat terlalu humanis sampai rela injak	Negatif
tangkap segera	Negatif
jaman calon gubernur jual ayat dan mayat sekarang jual saraanying memang kadruners	Negatif
kok hapus ah takut kamu men	Negatif
gagap teknologi sih dedengkot sih joni piring gue yakin di dalam  banyak orang kompeten tetapi apa daya ibarat supercomputer cuma pakai buat etik doang	Negatif
ini sudah rendah institusi	Negatif
macam modus tipu online	Negatif
tidak ada cuannya kata  tunggu viral baru mau usut kan kebiasaanya negitu	Negatif
masih banyak  kurang perhati keamana saat di ruang digital	Negatif
sih tua bangkhe juga ikut bikin hoaks	Negatif
kalau  ada tapi gabtek polisi juga ada tapi  kerja benar kita sebut saja oknum	Negatif
tidak hoaks tidak makan kadrun adalah begitu	Negatif
jongos cina kamu nul	Negatif
biar kadrun erti hidup negara mbak	Negatif
tipu online sudah sangat resah kalang masyarakat	Negatif
banyak modus tipu online di dunia maya salah satu dengan sebar undang nikah online dengan format file apakah	Negatif
fenomena ini nilai tidak hanya resah tetapi timbul rugi uang  tak sedikit jumlah	Negatif
bos provokator tentang cina adalah sih chaplin	Negatif
ohchusnul di suruh open bo boleh lah daripada jadi wanita tidak jelas	Negatif
waspada selalu	Negatif
akun ini tidak di take down apa ya sudah bikin hoaks	Negatif
jangan mudah percaya dengan tawar mudah di media sosial karena itu bisa jadi tipu	Negatif
waspada selalu jangan lupa ikut tipsnya	Negatif
harus ternak	Negatif
mungkin lebih erti pakai bahasa pasar kali beuh amp harus bisa mlorotin akun kayak begini	Negatif
media sebar seperti ini harus segera lipat fakta benar sera di replies twit sebut	Negatif
moga duga saya salahsepertinya ada oknum  laku biar untuk tuju tertentukrn sudah wara wiri hoaks surat pemberitahuan tahun itu kok belum lihat responnya nya	Negatif
kelompok  suka ada kegaduhandan jika rusuh mereka tertawa	Negatif
jadi tanya benar negara kita ini punya atau tidak sih buat cegah pemb dohan seperti itu	Negatif
saya baca postingan ini tadi ketika belum muncul bantah banyak komentar  terprofokasi wahai sebar hoaks ingat anakistri begitu saja	Negatif
tapi akun kayak begitu memang kocak sih halu tingkat dewa diam saja lagi mending ganti 	Negatif
pers milik peran penting tangkal hoaks	Negatif
wouldn want to be ruzzian terrorist diplomat right now would kamu how many potatoes do kamu get for whitewashing murder torture and theft of hundreds of thousands of ukrainians by ruzzian terrorists	Negatif
memang erti cara take down  begini kagakk kayak nya	Negatif
moga tiktok bisa segera hapus konten sebut karena memang tidak beri manfaat sama sekali	Negatif
halahprek itu	Negatif
aneh iya lihat tidak kerja mesti kalau ada jurnalismedia bodoh dewan pers laku sidang etik kalau bukan anggota bisa proaktif lapor ke polisi atau bagai delik cemar nama baik	Negatif
tenang bang masih ada negara untuk di jual buat main judi slot kalau tidak kita gadai negara kepada cina milik judi slot karena sekarang developer judi sudah kuasa dan atur negara serta semua lembaga kita	Negatif
tipu kedok undang nikah bukan pertama kali jadi modus nya aku bagai tugas bank sampai kurir paket seluruh manfaat file apakah palsu undang nikah  pasang di telepon genggam	Negatif
hatihati ya edar kabar tipu lalu taut atau dokumen undang nikah  bagi lalu aplikasi pesan instan whatsapp akhirakhir ini marak jadi di masyarakat	Negatif
banyak modus tipu online di dunia maya salah satu dengan sebar undang nikah online dengan format file apakah fenomena ini nilai tidak hanya resah tetapi timbul rugi uang  tak sedikit jumlah	Negatif
jika seperti ini tidak ambil tindak tegas oleh perintah jatuh seperti biar orang terus terus semai bibit benci  akan ulang dalam sejarah republik ini	Negatif
direport saja	Negatif
percuma tag atau tidak ada tindak tegas atas sebar hoaks seperti diam saja atau memang malas urus bgtn	Negatif
nah jadi kena konten  simpang di media sosial itu bukan tanggung jawab untuk men take down akun sebut lain harus oleh pihak platform itu sendiri	Negatif
situs judi online makin rajalela di ruang digital indonesia	Negatif
seperti tak ada habis situs judi online terus muncul meski telah hapus 	Negatif
ini hoaks bukan nul	Negatif
hati kamu soal kasus morowali	Negatif
sudah sebar tangkap saja itu sudah bikin onar	Negatif
minimal kalau tidak bisa tindak laku channelnya kayak tutup apalagi  edar di	Negatif
tanya tadi itu jawab lah apa susah nya coba ponzimlm konsep staking nyeleneh admin nya biar lebih cerdas lagi lah yabiar bisa jawab amp tunjuk fakta nya pihak terkaitmngkn bisa bantu investigasi lebih lanjut belum lebih banyak  tipu dengan iming staking crypto	Negatif
banyak banget buzzernya nyata	Negatif
gue rasa tidak tinggal diam karena hoaks seperti itu resah masyarakat	Negatif
bagaimana negara ini bisa damai jika media sampah  ikut ikut sebar hoaks dan fitnah seperti ini masih biar bebas	Negatif
bukti bahwa di era buka informasi begini masih saja bagi masyarakat tel mentah informasi tanpa verifikasi sumber akibat satu kadrun bodoh effek rusak rusak mindset masyarakat awam parah ini	Negatif
oposannuduhh sih bagai buzzer umpan lambung bahkan maestro muslim cyber army pun sampai gemas followernya mw pada ngeras itu akun	Negatif
lebih jelas dtangin ketkp biar pastijngan otak lo ug sangat sipit	Negatif
buzzer anies sebar hoaks fakta pasu korps brigade mobil dalam misi damai operasi cartenz papua gegana	Negatif
muncul bela sih cenul dengan profil makhluk aneh buzzerrp dungu kan memang aneh ya	Negatif
mata belo kira sipit mata kamu itu picek kali	Negatif
mutual trust and respect between any country and your paranoid kleptocracy	Negatif
tumpang di sini ya karena saya blok kasih komentar dong sekarang balik ya kalau memang lulus situ tunjuk ijasahnya gampang kan	Negatif
dari partai apa sih jangan memang biar untuk rusak citra perintah	Negatif
kenapa sedikit informasi transaksi elektronik mungkin thread starter asumsi dari screenshot mana para staf tampak bahagia kalau temu harga barang mahal dari handphone  mereka check orang awam pun akan pikir begini banding sedikit informasi transaksi elektronik baik kita benah atur amp attitude dulu dapat saja anggap sebar fitna	Negatif
tentara cina nya begitu darat entah di airport mana tidak tahu langsung cari sewa truk d pat nya truk polisi tolol kok ya di pelihara	Negatif
akun model begini tak ada tindak dari	Negatif
lo alahh emanee	Negatif
pers juga harus bisa edukasi masyarakat	Negatif
jangan sampai justru pers sebar berita hoaks kepada masyarakat	Negatif
berita informasi positif kepada publik serta konter berita hoaks  terus produksi oleh orang  tidak tanggung jawab adalah bagi dari tugas media	Negatif
media sekarang banyak  hanya penting rating saja kualitas berita kadang kurang perhati	Negatif
pers harus bisa sampai berita  positif kepada masyarakat bukan malah sebar berita hoaks	Negatif
jadi dukung itu bisa kebal hukum berapa banyak akun akun dukung anies baswedan  sebar berita hoaks tapi tak satu ada tindak dari polisi mungkin juga karena tri dari partai  usung anies	Negatif
pers milik peran penting dalam bantu perintah guna tangkal bagai berita hoaks	Negatif
kamu saja tukang hoaks cenul	Negatif
media tai harus nya di tertib	Negatif
maklum itu dari darah sudah darah penghianat jadi wajar kalau semua jongos nya suka bikin hoaks karena bingung apa prestasi	Negatif
aku heran orang licik dan picik seperti ini bisa jadi  sama sekali tidak punya kompetensi modal niat jadi atm partai doang	Negatif
oh iya lagi min mentoring lah itu sales nya biar lebih cerdas jangan cuma plonga plongo by the way konsep staking kalian itu kok begitu yawkwkw member paksa depo ulang kalau tidak akan hangus crypto kok ponzi malam wkwk scammer ky kalian usak citra crypto wajib berantas ini	Negatif
lah kan pelihara ya tidak bakal tangkap	Negatif
gila ini hoaks mesti masuk undang undang informasi transaksi elektronik	Negatif
siapa dan dari mana ayo done band	Negatif
kadrun dukung anis memang dungu fitnah sendiri ribut sendiri terus rasa fitnah rasa ribut onani kok di lini masa sungguh terlaluu	Negatif
fakta nya sudah jelas banget lah jejak digital lawan cuap kira lebih real mana ya coba tolong jelas masalah juta dct dalam tron nya dong	Negatif
dungu goblok itu dukung anies  fitnah itu dukung anies kok kamu solot ke kamu waras drun	Negatif
admin  nya juga banyak kadrun makanya diam saja	Negatif
itu dia naudzubilahmindzalik	Negatif
open donasi saja mbak bayar orang untuk ciduk nih bangkai	Negatif
terima kasih pak serta jajar untuk prestasi korupsi nya makin di belakang	Negatif
sudah biasa kok tunggu rusuh baru gerak bukan gerak belum rusuh	Negatif
tangkap manusia ini cepat	Negatif
akun atasnama ini sudah ungkal sebar hoaks dan bikin gaduh samper dong	Negatif
not kamu have never been there and all kamu can see is televisi picture	Negatif
halooww ini sudah hari lot banget niat tidak sih	Negatif
min tolong dong jawab boleh telko seperti modal siar pers tahun dari lembaga anda laku sweeping frekuensi ke rumahrumah tanpa di damping pihak balai pantau frekuensi masuk ke pekaranganan tanpa izin	Negatif
apakah undang undang informasi transaksi elektronik masih laku akun provokatif dan suka tebar hoaks ini masih terus liar	Negatif
lucu banget anda selalu bicara buzzer anies memang pak anies konglomerat bisa bayar buzzer	Negatif
gue aku memang akun itu sering lempar hoaks entah itu umpan balik atau itu sama kelompok kamu nul	Negatif
kalau bapak ini tidak bisa bukti apakah masuk melanggat undang undang informasi transaksi elektronik	Negatif
kayak begini susahdi tanggap kok kita kayak orang beloon tidak tanggap banyak orang  akan di bodoh in susyah ketemu kadal	Negatif
kenapa akun itu bisa selamat tak ada  beres ya	Negatif
mbah teng pinisirin cara cari tau nya mereka kayak apa masak mau ngudek makam satu satu biar ketemu lokesyen nya mbah teng sudah kayak cari sugih	Negatif
tidak usah digubrisbuzzernya mereka banyak gendeng nya	Negatif
ganjar memang sadis laku	Negatif
tuju nul  bikin hoaks harus tangkap	Negatif
monggo dan ajak minum kopi dulu nya	Negatif
saking banyak hoaks sebar dan diam jadi rasa biasa nanti juga hilang sendiri	Negatif
kamu juga sama akun bajing kayak begitu	Negatif
buat tolong di ambil tindak pada akun twitter  selalu sebar berita hoaks apa memang karena sebar hoaks itu dukung jadi pihak tidak ambil tindak karena  gerbong	Negatif
entah bagaimana cara hal sebut bisa jadi entah bagaimana cara orang tipu bisa samar caller id nya jadi entitas resmi dan juga sms nya jadi dengan  asli kalian seperti butuh benah cepat mungkin	Negatif
kumpul para hiax mulai dari sih bau amies sampai dengan jilat	Negatif
brigade mobil kok mata pada sipit semua dan tampang nya tidak ada keindonesis indonesia	Negatif
duuh ini masuk hoaks tidak sih	Negatif
pikir mudah masuk toilet tentara asing masuk negara lain aduh otak mana otak	Negatif
kalau tidak hoaks ya tidak makan	Negatif
goreng ya begini kan bikin gemas	Negatif
tenangpada akhir nya emak juga  harus tindak itu akun biyawak gkgkgk	Negatif
bukan karena saya tidak suka dengan tapi memang sangat jelek kerja  dari partai nasional demokrat	Negatif
konten tiktok mandi lumpur ini sangat resah	Negatif
bikin latih antihacker terus di amplifikasi aannccuur mah anccuurr	Negatif
rasa aparat harus segera tindak akun macam ini agar tidak makin banyak masyarakat  percaya amp makan isu sampah seperti itu	Negatif
hoaks dan bangkit benci hadap etinis tionghoa ini memang strategi ascia buat adu domba indonesia moga para sebar hoaks ini segera panggil sang cipta	Negatif
mungkin masih dianggep sepele hoaxnya atau dianggep itu tugas warganet buat counternya sama	Negatif
bagi sop kadrun makin banyak hoaks makin gede bayar	Negatif
 menang lompat dalih bantu teman ke dasar jurang	Negatif
tengkorak kan turut anda mbah turut uang intip apalagi pakai kaca mata tembus pandang weh tukang semua	Negatif
kalau ada pilih manusia  paling sering fitnah pak anies aku yakin kamu masuk nominasi apa apa kamu hubung sama pak anies	Negatif
betul heran saya bos tidak dapat kah peran aktif untuk tertib acount seperti ini saya cermat  aktif dari polisi republik indonesia	Negatif
kan memang dari dulunya gembol mereka sebar hoaks wkwk jika para hoaxkers pimpin bangsa kita maka situ hancur bangsa kita di mulai	Negatif
dan seperti biasa pak jenderal pun diam ini akun padahal sering sekali buat hoaks indah demokrasi di negeri ini	Negatif
sudah ada balas tapi masih tetap tidak ada solusi masih terang order proses anjing lah	Negatif
cuit ini sangat rendah martabat bin dan tentara nasional indonesia sama saja dengan mau bilang kalau bin tak tau tentang hal ini segera action	Negatif
buzzerrp bisa cuma sebar hoaks mau tunjuk prestasi junjung junjung tidak punya prestasi  bisa bangga	Negatif
sudah kali dia buat hoaks maktp tidak ada tindak apa dari dan apa lagi dari seperti ada biar hadap akun sebut	Negatif
viral tipu undang nikah online  laku ini kasus tipu online  banyak jadi belakang ini sudah masuk ranah pidana	Negatif
sama coba sekal mabuk bareng kalian  kalah campak ke jurang	Negatif
manusia buat hoaks initerbuat dari apa otak dan nuraninyapdhal aku agama dan cinta tanah airnyatp gemar provokasi masalah  bisa pancing rusuhaparat harus keras tindak	Negatif
makanya harap  bisa ganti oleh pak ya karena tidak jelas tugas  ini selain proyek bts satelit  gurih banget	Negatif
ada banyak komentar seperti ini ini hasil dari provokasi dari twit mau sampai kapan rakyat adu domba seperti ini mau sampai korban berapa nyawa kalian aparat dan baru tindak pada akun seperti ini apa mau tunggu negara kalian hancur	Negatif
sudah angel om sejak zaman bekatul	Negatif
masih banyak begundal partai adil sejahtera  jadi honorer di sana pegawenya  gagap teknologi juga banyak jadi simpatisan im	Negatif
sebar hoaks itu akun harus jadi perhati	Negatif
dan gerombol kadrun ini saking benci dengan pasu jaga negara satu republik indonesia pun anggap bagai tentara musuh kadrun itu bahaya	Negatif
aparat seperti tutup mata saja lihat berita berita sesat  sebar benci perintah joni palate juga sengaja biar dukung wan toa sebar hoaks	Negatif
komunikasi dan informasi biar ini jadi	Negatif
bro tolong itu tipu masih bisa akses ini tidak dapat lapor dari atau bagaimana ya ayo ya kali masih saja ada begini	Negatif
apakah atas nama bebas bicara dan dekorakasi bau penting sektoral hal seperti ini bisa benar saya percaya ini tendensius bukan sekadar informasi berita mau bangun bangsa dengan martabat	Negatif
dari partai apa dulu jadi tidak usah heran kalau ada biar kayak begini	Negatif
tidak usah tanda kita tau sendiri siapa dan bagaimana tri	Negatif
hoaks biar indikasi korupsi bansos covid diam mungkin mereka belum ingin naik pangkat dan jabat makanya diam akan tak gerak	Negatif
kalau tidak ada lapor terus proses hukum gue yakin itu memang akun buzzerp kuasa tukang kasih umpan lambung	Negatif
kebaya merah itu tidak ada hubung dengan institusi tapi gerak cepat bagi institusi jadi joke surat pemberitahuan tahun ini malah diam saja surat pemberitahuan tahun biar	Negatif
dukung tukang fitnah amp pabrik hoaks apakah bapak anies tidak malu apakah urat malu anda sudah putus kalau tidak kenapa orang seperti itu anda biar dukung anda	Negatif
polisi maupun bin lagi asyik khayal berita hoaks  bisa hancur negara satu republik indonesia mereka malah nguap antuk olah masalah sepele	Negatif
sadar iya mbah  siapa dan dukung calon presiden siapa	Negatif
saya tidak tiap hari intip akun mbah hanya betul saja sering lewat saya tidak punya kapasitas tindak hanya betul bisa lapor kan kata punya cyber drone  cepat lawan konten negative mana bukti kalau operasi dan fungsi dengan baik	Negatif
betul dan bukan hanya di sini saja bahan hoaks ini sudah sebar ke media sosial lain utama whatsapp grup facebook instagram dan lain lain kasihan orang  hanya terima jadi langsung forward padahal hoaks	Negatif
di tunggu tidak punya nyali dan tegas	Negatif
gerombol bajing hoaks mereka senang kalau jadi rusuh entah kenapa	Negatif
kembali hoaks dan provokasi benci hadap ras laku buzzerp akun ini sudah tak hitung sebar hoaks mau tunggu sampai kapan sampai rusuh jadi lagi antara tenaga kerja indonesia kita dengan tenaga kerja asing sampai nyawa ada  la iagi	Negatif
kalau bokep cepetcepet nikmat maksud wakakakaakak	Negatif
dear  hormat bapakibu sistem  tidak manusiawi dan tidak punya nilai pancasila dari kapan bapakibu mau tegur nya tlglah bapakibu bagai wakil kami bagai masyarakat suara suara kami ini masih ada  peduli dengan nilai pancasila	Negatif
ada juga lembaga tidak becus dalam bidang	Negatif
keling sing polisi marga chaniago pas di photo di bagi dadi polisi cina kakak mesakne masa polisi buat hoaks orang itu	Negatif
hati hati hoaks ini berita	Negatif
take down nih akun hoaks	Negatif
etdah  cuma bisa bagi begini doang tidak bisa  lain begitu  lebih penting	Negatif
di reshuffle saja ini kerjoane jelas	Negatif
pak anies tidak bayar buzzer semua ikhlas tanpa bayar dan tanpa tunggu nasi bungkus kalau mau fitnahfitnah saja ada catat amal kok tenang saja	Negatif
jangan jangan akun piaran lah orang biar sebar hoaks tanpa tindak apa	Negatif
dasar bidjik kadal	Negatif
ini masuk giat emis  manfaat lanjut usia	Negatif
ini masuk giat emis  manfaat lanjut usia 	Negatif
mesti tulis juga lanjut ke lini masa ikut jadi orang paham  omong itu rambo kan pernah jadi  bukan kemkommisinfo tidak elegan jadi tiru cara lee kuan yew sindir indonesia	Negatif
coba mas kasih kata kunci kebaya merah atau selangkang jamin gerak cepat	Negatif
harus nya tangkap kasih makan tahu rebus saja	Negatif
jadi kalau konten  ada di media sosial bukan  take down tapi milik platform	Negatif
jelas di personalia amp pegawai di sendiri sudah papar jaring wahabamp khilafahh  alergi pancasila tahlil jiarah kuburampmaulid dlljadi apa tindak negara harus sudah dari pertama jokowi hadir tri sudah paham wajib dipecatin	Negatif
tunggu   ganti mas gereget juga akun sebar hoaks biar terus	Negatif
ini video apa mbah tahun piro ini	Negatif
anjir  kerja sekarang bagi begini	Negatif
ini  benar talib  di impor tetapi mereka lupa donatur talib siapa ya	Negatif
banyak video video rupa lebih baik di take down semua	Negatif
banyak video video rupa lebih baik di take down semua 	Negatif
di direct message tidak ada respon payah	Negatif
catat  men take down media sosial sebut bukan	Negatif
catat  men take down media sosial sebut bukan 	Negatif
akun batang pakai ava perempuan bicara hoaks pula brigade mobil bilang tentara cina tangkap ojek online turu saja	Negatif
ciduk saja nih bikin hoaks resah	Negatif
tolong internet di wamena papua di baik masa iya provinsi baru internet lambat	Negatif
ras masal saja saya sudah lapor yuk  lain segera lapor	Negatif
kuat sinyal ilegal memang dapat ganggu kualitas jaring repeater ilegal larang guna oleh  tugas sebut dapat pasti sedang cari sumber interferensi sinyal guna alat deteksi khusus	Negatif
game buat cina komunis ini bukan game hibur lagi tetapi perangkap untuk ajar judi di masyarakat tidak ada menang digame ini  ada kalah karena mereka tuju lemah ekonomi masyarakat kita	Negatif
tidak mau mau tolak reshufle eh	Negatif
bijik lato lato	Negatif
ngimpidhisik	Negatif
ini hoaks kok biar saja harus blokir media sosial tangkap sel	Negatif
coba kalau di tawar cina tangkap dorr provokator jadi negara rakyat aman ekonomi lancar kalau ada provokator dan ajar radikal biar masuk tentara nasional indonesia pol badan usaha milik negara sekolah universitas bahaya bisa perang saudara	Negatif
harap proxy dan vpn di blokir	Negatif
provokator bahaya biar media sosial blokir tangkap dor saja	Negatif
di daerah beberapa jenis judi main oleh anggota polisi republik indonesia seperti togel sabung ayam gaple bola adik dan lain lain	Negatif
pikir tidak ada hukum internasional	Negatif
memang masih ada mbah	Negatif
mungkin mbah terlalu sexy jadi pada intip	Negatif
